id;movie_affiche;movie_titre;movie_titre_2;movie_genre;movie_distrib;movie_ba;movie_descr;movie_age;movie_illu;movie_bg;movie_tendance;movie_action;movie_aventure;movie_thriller;movie_romance
42;affiche42.jpg;Shutter Island;;Thriller, psychologie;Leonardo DiCaprio, Mark Ruffalo;ba_shutterisland.mp4;En 1954, une meurtrière, extrêmement dangereuse, placée en centre de détention psychiatrique disparaît sur l'île de Shutter Island. Deux officiers du corps fédéral des marshals, Teddy Daniels et Chuck Aule, sont envoyés sur place pour enquêter. Très vite, Teddy Daniels comprend que le personnel de l'établissement cache quelque chose. Seul indice dont il dispose : un bout de papier sur lequel est griffonnée une suite de chiffres entrecoupée de lettres.;-14;illu_shutterisland.png;bg_shutterisland.jpg;1;1;1;0;0
43;affiche43.jpg;Room;;Thriller, drame;Brie Larson, Jacob Tremblay, Sean Bridgers;ba_room.mp4;Cela fait des années que Ma a été kidnappée et qu'elle demeure captive dans une chambre close. Son fils Jack vient de célébrer son cinquième anniversaire et il n'a jamais pu mettre le nez à l'extérieur de la pièce. La jeune femme dépend totalement de son agresseur et elle n'a pas le choix de se prostituer pour obtenir le moindre service. Lorsque son hôte commence à s'en prendre à son fils, Ma n'a qu'une idée : trouver une façon de sortir et le plus rapidement possible.;Tout Publics;illu_room.png;bg_room.jpg;1;1;1;0;0
44;affiche44.jpg;Da Vinci Code;;Thriller, mystère, policier;Tom Hanks, Audrey Tautou, Paul Bettany;ba_davincicode.mp4;Une nuit, le professeur Robert Langdon, éminent spécialiste de l'étude des symboles, est appelé d'urgence au Louvre : le conservateur du musée a été assassiné, mais avant de mourir, il a laissé de mystérieux symboles... Avec l'aide de la cryptologue Sophie Neveu, Langdon va mener l'enquête et découvrir des signes dissimulés dans les oeuvres de Léonard de Vinci.;-12;illu_davincicode.png;bg_davincicode.jpg;1;1;1;0;0
45;affiche45.jpg;Anges & Démons;;Thriller, mystère, policier;Tom Hanks, Audrey Tautou, Paul Bettany;ba_angeetdemons.mp4;En plein conclave pour élire le successeur du défunt pape, le Vatican se retrouve au bord d'un séisme. Les Illuminati, confrérie secrète officiellement disparue depuis 4 siècles, ont enlevé les quatre cardinaux favoris pour l'élection. Ils menacent d'en tuer un par heure avant minuit, moment auquel la cité Papale, voire tout Rome, seront détruites par une bombe.;-12;illu_angeetdemons.png;bg_angeetdemons.jpg;1;1;1;0;0
46;affiche46.jpg;Le seigneur des anneaux;La communauté des anneaux;Fantasy, aventure;Elijah Wood, Viggo Mortensen, Sean Astin;ba_seigneurdesanneaux1.mp4;Un jeune et timide `Hobbit', Frodon Sacquet, hérite d'un anneau magique. Bien loin d'être une simple babiole, il s'agit d'un instrument de pouvoir absolu qui permettrait à Sauron, le `Seigneur des ténèbres', de régner sur la `Terre du Milieu' et de réduire en esclavage ses peuples. Frodon doit parvenir jusqu'à la `Crevasse du Destin' pour détruire l'anneau.;-10;illu_seigneurdesanneaux1.png;bg_leseigneursdesanneaux1.jpg;1;1;1;0;0
47;affiche47.jpg;Le seigneur des anneaux;Les deux tours;Fantasy, aventure;Elijah Wood, Viggo Mortensen, Sean Astin;ba_seigneurdesanneaux2.mp4;Après la mort de Boromir et la disparition de Gandalf, la Communauté s'est scindée en trois. Perdus dans les collines d'`Emyn Muil', Frodon et Sam découvrent qu'ils sont suivis par Gollum, une créature versatile corrompue par l'anneau magique. Gollum promet de conduire les `Hobbits' jusqu'à la `Porte Noire' du `Mordor'. A travers la `Terre du Milieu', Aragorn, Legolas et Gimli font route vers le `Rohan', le royaume assiégé de Theoden.;-10;illu_seigneurdesanneaux2.png;bg_leseigneursdesanneaux2.jpg;1;1;1;0;0
48;affiche48.jpg;Le seigneur des anneaux;Le retour du roi;Fantasy, aventure;Elijah Wood, Viggo Mortensen, Sean Astin;ba_seigneurdesanneaux3.mp4;Les armées de Sauron ont attaqué Minas Tirith, la capitale du Gondor. Jamais ce royaume autrefois puissant n'a eu autant besoin de son roi. Cependant, Aragorn trouvera-t-il en lui la volonté d'accomplir sa destinée ? Tandis que Gandalf s'efforce de soutenir les forces brisées de Gondor, Théoden exhorte les guerriers de Rohan à se joindre au combat. Cependant, malgré leur courage et leur loyauté, les forces des Hommes ne sont pas de taille à lutter contre les innombrables légions d'ennemis.;-10;illu_seigneurdesanneaux3.png;bg_leseigneursdesanneaux3.jpg;1;1;1;0;0
49;affiche49.jpg;Le Hobbit;Un voyage inattendu;Fantasy, aventure;Martin Freeman, Richard Armitage, Ian McKellen;ba_lehobbit1.mp4;Bilbon Sacquet mène une existence paisible dans sa maison, jusqu'à ce que le magicien Gandalf vienne le chercher pour qu'il prenne part à une aventure avec un groupe de nains.;Tout Publics;illu_lehobbit1.png;bg_lehobbit1.jpg;1;1;1;0;0
50;affiche50.jpg;Le Hobbit;La désolation de Smaug;Fantasy, aventure;Martin Freeman, Richard Armitage, Ian McKellen;ba_lehobbit2.mp4;Bilbon Sacquet et les Nains continuent leur quête vers la Montagne Solitaire. Les trolls sont à leurs trousses alors qu'ils s'engagent dans la dangereuse forêt de Mirkwood. Attaqués par des araignées géantes puis capturés par les Elfes, ils s'évadent et sont sauvés grâce aux talents au combat de Legolas et de Tauriel.;Tout Publics;illu_lehobbit2.png;bg_lehobbit2.jpg;1;1;1;0;0
51;affiche51.jpg;Le Hobbit;La batailles des 5 armées;Fantasy, aventure;Martin Freeman, Richard Armitage, Ian McKellen;ba_lehobbit3.mp4;Atteignant enfin la Montagne Solitaire, Thorin et les Nains, aidés par Bilbon le Hobbit, ont réussi à récupérer leur royaume et leur trésor. Ils ont également réveillé le dragon Smaug qui déchaîne désormais sa colère sur les habitants de Lac-ville. À présent, les Nains, les Elfes, les Humains mais aussi les Wrags et les Orques menés par le Nécromancien, convoitent les richesses de la Montagne Solitaire.;Tout Publics;illu_lehobbit3.png;bg_lehobbit3.jpg;1;1;1;0;0
